X,Y,Z,K
-0.61292,9.9565,0.34051,19.0
-0.84446,10.147,0.31327,19.0
-1.185,9.6568,0.57205,19.0
-2.3018,9.8884,-0.23155,19.0
-1.7298,11.305,-1.4574,19.0
0.34051,12.721,-0.57205,19.0
-1.2667,13.825,-0.53119,19.0
-0.95342,8.54,-3.1463,19.0
-1.4165,11.305,-3.4868,19.0
-0.72188,13.144,-2.4517,19.0
0.50395,11.373,-1.6889,19.0
1.0351,8.5808,-0.61292,19.0
0.65378,5.5162,-0.34051,19.0
0.14982,3.5958,-0.57205,19.0
-0.19068,3.9908,-0.84446,19.0
-1.1169,6.6331,-0.88532,19.0
-3.0646,9.0439,-0.27241,19.0
-4.018,10.147,0.46309,19.0
-2.3018,9.6977,0.92618,19.0
-1.4574,11.073,0.92618,19.0
-0.95342,14.179,-0.14982,19.0
-6.7829,13.212,-0.040861,3.0
-5.8567,14.669,-0.8036,3.0
-3.8682,11.836,-1.9477,3.0
-1.3348,10.188,-0.10896,3.0
-0.50395,11.754,1.7979,3.0
-2.8739,10.842,0.61292,3.0
-3.4051,7.7772,-0.69464,3.0
-2.6423,5.5162,-0.46309,3.0
-1.9477,3.909,-0.14982,3.0
-1.8796,3.8273,-0.27241,3.0
-1.7298,5.4073,-0.040861,3.0
-1.7298,7.4367,0.23155,3.0
-2.2201,9.3027,1.0351,3.0
-3.4868,9.8475,3.8682,3.0
-4.9033,9.8475,4.4402,3.0
-5.1757,10.379,1.4165,3.0
-5.2438,11.795,0.69464,3.0
-6.5514,13.212,0.88532,3.0
-6.4016,14.097,-0.040861,3.0
-3.4051,12.681,-1.1441,3.0
-1.7979,9.7658,-3.3642,3.0
-3.7184,9.1529,-3.5277,3.0
-5.3256,9.3436,-2.9556,3.0
-4.9033,8.6625,-1.8796,3.0
-2.7513,7.464,-0.34051,3.0
-1.6481,6.6604,2.7922,3.0
-2.3018,5.094,1.076,3.0
-1.3348,4.1814,-2.3699,3.0
-2.0703,5.3256,-1.1169,3.0
-4.8216,6.851,-0.081722,3.0
-5.9793,8.1177,0.081722,3.0
-6.1292,8.6217,0.61292,3.0
-5.8567,8.9622,0.38137,3.0
-6.279,10.733,0.10896,3.0
-7.7772,12.449,0.8036,3.0
-7.464,14.329,0.27241,3.0
-5.8567,13.375,-1.9886,3.0
-2.7241,9.8884,-2.3699,3.0
-0.50395,10.147,-1.2258,3.0
-0.42223,11.645,0.040861,3.0
-2.4108,9.6568,1.1169,3.0
-3.7592,7.0553,0.65378,3.0
-3.4868,5.4754,-0.50395,3.0
-3.1054,4.2904,-0.65378,3.0
-2.3427,4.2904,-0.34051,3.0
-1.185,4.985,-0.8036,3.0
-1.6072,6.1292,-0.76274,3.0
-3.1463,7.7364,0.27241,3.0
-4.2087,9.1529,1.757,3.0
-5.3664,10.188,3.5277,3.0
-6.5922,10.501,3.7184,3.0
-7.3141,11.073,1.8796,3.0
-7.464,13.634,-0.95342,3.0
-6.7829,14.097,-2.3427,3.0
-4.0589,10.951,-2.1793,3.0
-2.6015,10.46,-3.8682,3.0
-4.018,10.46,-4.3994,3.0
-4.985,9.2346,-0.95342,3.0
-2.7241,7.7364,0.88532,3.0
-0.14982,6.2109,2.3018,3.0
-6.3607,12.299,1.9205,10.0
-6.7012,12.953,2.261,10.0
-5.8567,11.918,-0.38137,10.0
-3.9771,9.6977,-1.2258,10.0
-1.7979,7.0553,-1.185,10.0
-0.84446,5.5571,-1.4982,10.0
-1.3757,6.0883,-2.1793,10.0
-2.9829,8.1995,-2.3427,10.0
-5.094,9.6568,-2.4925,10.0
-5.4345,9.8066,-2.6423,10.0
-3.9771,9.5342,-0.46309,10.0
-3.0646,8.9622,0.50395,10.0
-2.3699,8.1995,0.72188,10.0
-1.9205,7.3141,0.99429,10.0
-1.9886,7.1643,0.8036,10.0
-2.9148,7.0826,0.8036,10.0
-4.0589,7.2733,0.53119,10.0
-4.0997,7.4367,-0.040861,10.0
-3.7184,7.6274,-0.19068,10.0
-4.018,9.3436,-0.34051,10.0
-4.2495,11.264,-0.84446,10.0
-4.7126,10.733,-0.61292,10.0
-7.2052,12.953,0.10896,10.0
-6.5514,13.866,-0.84446,10.0
-4.3721,11.305,-0.8036,10.0
-2.7513,8.9622,-0.42223,10.0
-1.6072,7.7364,-1.1169,10.0
-1.3348,7.355,-0.99429,10.0
-1.4574,8.1995,-0.91256,10.0
-1.4165,8.9213,-1.3757,10.0
-1.3348,9.1529,-1.4574,10.0
-1.4574,9.0848,-0.99429,10.0
-2.261,8.3493,-0.29965,10.0
-2.7922,7.5457,-0.69464,10.0
-2.9556,7.246,0.14982,10.0
-3.0237,7.4367,0.72188,10.0
-3.1463,7.8181,0.72188,10.0
-3.6775,8.0769,0.88532,10.0
-4.3313,8.1586,0.95342,10.0
-4.6718,7.927,0.95342,10.0
-4.7535,7.8589,0.95342,10.0
-4.522,8.8941,0.95342,10.0
-4.1406,10.733,0.46309,10.0
-4.4811,11.877,0.95342,10.0
-5.9385,12.64,1.6072,10.0
-6.17,13.675,2.3427,10.0
-4.7535,12.599,-0.99429,10.0
-2.833,9.4661,-1.5663,10.0
-1.4165,6.5922,-1.6889,10.0
-1.3348,5.1757,-1.6481,10.0
-2.3699,6.2109,-1.6481,10.0
-4.4811,8.7306,-1.6072,10.0
-5.3664,10.27,-3.6775,10.0
-3.4459,9.4253,-2.5334,10.0
-2.6423,8.6625,-0.65378,10.0
-2.6423,8.2812,0.69464,10.0
-2.4925,7.9679,1.0351,10.0
-2.3018,7.464,0.88532,10.0
-2.5334,7.464,0.50395,10.0
-3.1463,7.5048,0.10896,10.0
-3.7592,7.6955,0.53119,10.0
-4.018,7.6274,0.61292,10.0
-4.5901,8.1586,0.42223,10.0
-5.0531,9.7249,-0.23155,10.0
-4.5901,11.414,-0.76274,10.0
-0.14982,9.5751,4.9033,13.0
-0.0,9.2755,4.6037,13.0
0.31327,8.5808,3.8682,13.0
0.8036,8.0496,3.6366,13.0
0.95342,8.0496,3.8682,13.0
0.50395,8.1995,4.2087,13.0
-0.081722,8.2403,4.3721,13.0
-0.29965,8.3901,4.4811,13.0
-0.23155,8.54,4.6037,13.0
-0.14982,8.4719,4.6037,13.0
-0.14982,8.2812,4.6309,13.0
-0.14982,8.2403,4.6309,13.0
-0.081722,8.2812,4.7535,13.0
-0.040861,8.2812,4.9033,13.0
-0.081722,8.3493,5.0123,13.0
-0.10896,8.4719,5.1757,13.0
-0.19068,8.431,5.2166,13.0
-0.14982,8.2403,5.2438,13.0
-0.10896,8.0496,5.2438,13.0
-0.14982,8.1177,5.2438,13.0
-0.23155,8.3493,5.0531,13.0
-0.27241,8.7306,4.522,13.0
-0.38137,9.8475,4.0997,13.0
-0.38137,10.338,4.3313,13.0
-0.76274,9.8066,4.2087,13.0
-1.185,8.5808,3.3778,13.0
-1.6072,7.927,2.4517,13.0
-1.8796,8.2403,1.9477,13.0
-1.757,8.9213,2.2201,13.0
-1.4574,9.6568,3.2553,13.0
-1.1169,9.507,4.1814,13.0
-1.0351,8.7306,4.1406,13.0
-1.1441,8.0496,3.337,13.0
-1.185,8.0088,2.6423,13.0
-1.185,8.4719,2.6832,13.0
-1.3757,8.9213,3.2144,13.0
-1.5663,9.1529,3.7184,13.0
-1.5663,9.003,3.7592,13.0
-1.5663,8.6898,3.7184,13.0
-1.4982,8.6217,3.5685,13.0
-1.3757,8.6898,3.5685,13.0
-1.3757,8.8532,3.7592,13.0
-1.5255,8.8941,3.9499,13.0
-1.757,8.7715,4.0589,13.0
-1.8796,9.1529,4.1406,13.0
-2.1112,9.7249,4.4402,13.0
-2.3018,9.6977,4.7126,13.0
-1.9205,9.8475,4.0589,13.0
-1.1441,9.3436,3.3778,13.0
-0.53119,8.7715,3.0237,13.0
0.10896,8.0769,2.833,13.0
0.57205,7.7364,2.5334,13.0
0.69464,8.1586,2.4925,13.0
0.34051,8.8941,3.2144,13.0
-0.29965,9.4253,3.8682,13.0
-0.8036,9.3844,3.9908,13.0
-5.8159,7.7364,-0.72188,16.0
-5.7069,7.7772,-0.8036,16.0
-5.5162,7.7772,-0.91256,16.0
-5.2847,7.9679,-1.0351,16.0
-5.094,8.3084,-0.95342,16.0
-5.0531,8.6625,-0.84446,16.0
-4.985,8.4991,-0.72188,16.0
-5.094,8.1177,-0.84446,16.0
-5.1349,8.0769,-1.1169,16.0
-4.9442,8.1995,-1.3076,16.0
-4.7535,8.3493,-1.1441,16.0
-5.0123,8.54,-0.8036,16.0
-5.5162,8.4991,-0.61292,16.0
-5.5162,8.3493,-0.84446,16.0
-5.2438,8.3084,-1.0351,16.0
-4.985,8.2812,-1.1441,16.0
-4.9442,8.3084,-0.99429,16.0
-5.094,8.3084,-0.72188,16.0
-5.1757,8.2403,-0.72188,16.0
-5.203,8.2812,-0.76274,16.0
-5.0123,8.3901,-0.72188,16.0
-4.9033,8.431,-0.84446,16.0
-5.0531,8.4719,-0.8036,16.0
-5.1349,8.3493,-0.61292,16.0
-5.0531,8.1995,-0.46309,16.0
-4.985,8.2812,-0.53119,16.0
-5.0531,8.3493,-0.61292,16.0
-5.0531,8.2403,-0.65378,16.0
-4.9442,8.1995,-0.72188,16.0
-4.8216,8.2403,-0.69464,16.0
-4.985,8.3084,-0.69464,16.0
-5.1757,8.3901,-0.61292,16.0
-5.203,8.2812,-0.46309,16.0
-5.1757,8.3084,-0.42223,16.0
-5.0531,8.431,-0.42223,16.0
-4.985,8.3901,-0.46309,16.0
-5.0123,8.3084,-0.57205,16.0
-5.1757,8.3084,-0.57205,16.0
-5.2847,8.2403,-0.46309,16.0
-5.2847,8.1586,-0.42223,16.0
-5.1349,8.0769,-0.57205,16.0
-5.1349,8.0769,-0.69464,16.0
-5.3256,8.2403,-0.57205,16.0
-5.203,8.1995,-0.53119,16.0
-5.1757,8.2403,-0.53119,16.0
-5.3256,8.3493,-0.42223,16.0
-5.094,8.2812,-0.53119,16.0
-5.0531,8.1995,-0.76274,16.0
-5.1349,8.1995,-0.8036,16.0
-5.1757,8.2403,-0.69464,16.0
-5.1757,8.1995,-0.65378,16.0
-5.203,8.1586,-0.72188,16.0
-5.2847,8.1995,-0.76274,16.0
-5.2847,8.2812,-0.72188,16.0
-5.1757,8.1995,-0.72188,16.0
-5.1349,8.1995,-0.8036,16.0
-5.203,8.1177,-0.88532,16.0
-5.2847,8.2403,-0.76274,16.0
-5.2438,8.4719,-0.53119,16.0
-5.1757,8.3493,-0.53119,16.0
-5.094,8.2403,-0.69464,16.0
-5.2847,8.1177,-0.8036,16.0
-5.3664,8.0769,-0.72188,16.0
-5.2438,8.1177,-0.76274,16.0
-2.6015,8.54,2.4925,17.0
-2.7241,8.5808,2.6832,17.0
-2.7922,8.6625,2.8739,17.0
-3.0237,8.8124,3.1463,17.0
-3.0646,8.9213,3.2144,17.0
-3.0237,9.003,3.1463,17.0
-3.0237,8.8532,3.2144,17.0
-2.9829,8.7715,3.1463,17.0
-2.8739,8.8532,3.0237,17.0
-2.7241,8.9622,2.833,17.0
-2.6832,9.003,2.7241,17.0
-2.6832,8.9213,2.9148,17.0
-2.7241,8.8941,3.0237,17.0
-2.7241,8.9622,3.0237,17.0
-2.6423,9.1529,2.7922,17.0
-2.6832,9.1529,2.7649,17.0
-2.7513,9.0848,2.9556,17.0
-2.7241,9.0439,3.1054,17.0
-2.6832,9.0439,3.1054,17.0
-2.6832,8.9622,3.0646,17.0
-2.6832,8.9213,2.9556,17.0
-2.6015,8.9213,2.8739,17.0
-2.6832,8.7306,2.9556,17.0
-2.6423,8.4719,3.0646,17.0
-2.5606,8.2812,3.0646,17.0
-2.3699,8.3084,2.9829,17.0
-2.261,8.4719,2.7922,17.0
-2.3018,8.3901,2.7241,17.0
-2.3699,8.1586,2.833,17.0
-2.4517,8.2812,2.9829,17.0
-2.4517,8.5808,2.833,17.0
-2.4925,8.6898,2.6015,17.0
-2.6015,8.6898,2.6832,17.0
-2.6832,8.7306,2.7649,17.0
-2.7241,8.9622,2.9148,17.0
-2.7513,9.2755,2.9556,17.0
-2.8739,9.4253,3.0237,17.0
-2.9829,9.4253,3.1735,17.0
-3.0646,9.4661,3.337,17.0
-3.1054,9.4661,3.2553,17.0
-3.1054,9.2755,3.1054,17.0
-3.0646,9.1529,2.9556,17.0
-3.0646,9.1529,2.7922,17.0
-3.1054,8.9622,2.7922,17.0
-3.0646,8.6898,2.833,17.0
-2.9556,8.5808,2.7241,17.0
-2.7922,8.5808,2.6015,17.0
-2.7241,8.4991,2.4925,17.0
-2.7241,8.3901,2.5334,17.0
-2.5606,8.3084,2.6423,17.0
0.34051,9.2346,0.081722,1.0
0.50395,9.4253,0.10896,1.0
0.53119,9.5751,0.19068,1.0
0.38137,9.7249,0.27241,1.0
0.46309,9.7249,0.19068,1.0
0.31327,9.8066,0.19068,1.0
0.14982,9.8066,0.081722,1.0
0.23155,9.6977,-0.040861,1.0
0.040861,10.12,0.040861,1.0
-0.29965,10.842,0.081722,1.0
-0.081722,10.229,-0.14982,1.0
0.42223,9.2346,-0.0,1.0
0.38137,8.7715,-0.0,1.0
-0.10896,8.0769,-0.040861,1.0
0.081722,7.2052,-0.14982,1.0
0.27241,7.8181,0.10896,1.0
-0.23155,9.3436,-0.081722,1.0
-2.0294,10.529,-0.040861,1.0
-3.5958,11.114,-0.10896,1.0
-3.9771,10.76,0.10896,1.0
-3.2961,9.9156,0.84446,1.0
-2.261,9.616,0.31327,1.0
-1.9205,9.5342,0.081722,1.0
-2.3427,9.5342,0.76274,1.0
-2.833,9.5751,1.3348,1.0
-2.7513,8.9213,1.3757,1.0
-2.7513,8.0496,1.6481,1.0
-2.6015,8.4991,1.3757,1.0
-2.5606,9.9565,1.1169,1.0
-3.5685,10.12,0.92618,1.0
-3.909,9.5342,0.8036,1.0
-2.9556,9.5751,0.69464,1.0
-1.3076,9.7249,-1.5663,1.0
-1.4982,9.7249,-2.1384,1.0
-1.3076,9.8475,-2.4108,1.0
-1.0351,9.7249,-2.1793,1.0
-1.6889,10.038,1.3076,1.0
-2.0294,9.9156,1.6072,1.0
-2.3018,9.7249,1.5663,1.0
-2.1793,9.3844,1.4574,1.0
-2.1384,9.1937,1.3348,1.0
-1.6072,8.8941,1.2258,1.0
-1.4574,8.8532,1.3348,1.0
-1.7298,9.003,1.4165,1.0
-2.1793,9.003,1.7298,1.0
-2.3699,9.1529,1.5391,1.0
-2.5334,9.4253,1.4165,1.0
-1.9886,9.2346,2.9556,1.0
-1.4574,8.6898,3.0646,1.0
-1.3757,8.6217,2.152,1.0
0.72188,9.8884,-0.29965,19.0
0.040861,7.464,0.8036,19.0
-0.72188,5.094,-0.50395,19.0
-0.91256,4.2495,-1.6889,19.0
-0.57205,5.5571,-2.1793,19.0
-0.76274,7.7364,-1.757,19.0
-1.7298,9.5342,-0.27241,19.0
-2.2201,9.9973,0.040861,19.0
-1.757,9.3436,0.040861,19.0
-1.2258,10.46,0.081722,19.0
-1.0351,13.062,-0.14982,19.0
-1.4165,13.593,-0.42223,19.0
-1.3076,13.103,-1.185,19.0
1.7979,14.247,-2.8739,19.0
4.6037,11.686,-3.7592,19.0
3.4459,9.0848,-3.8273,19.0
2.152,10.569,-4.3994,19.0
-0.69464,10.842,-2.3018,19.0
-2.1793,9.1529,-0.65378,19.0
-0.95342,6.9736,-1.3076,19.0
-0.46309,5.7478,-0.53119,19.0
0.23155,5.7478,-0.57205,19.0
0.84446,6.9328,-0.57205,19.0
0.50395,7.927,-0.42223,19.0
-0.23155,8.6625,-0.081722,19.0
-0.95342,9.6977,0.61292,19.0
-1.2667,10.079,0.99429,19.0
-1.3757,10.27,0.53119,19.0
-1.3348,11.877,-0.61292,19.0
-0.14982,13.293,0.34051,19.0
-0.57205,14.056,0.72188,19.0
-2.5606,13.906,-2.7241,19.0
-1.2258,10.801,-3.2961,19.0
-0.34051,8.2812,-2.7241,19.0
-0.8036,9.0848,-4.0589,19.0
-1.3348,11.605,-3.7592,19.0
-0.19068,11.346,-1.8387,19.0
0.31327,9.3027,-0.61292,19.0
-0.50395,7.355,0.19068,19.0
-1.076,5.8295,-0.42223,19.0
-0.91256,5.7478,-1.6481,19.0
-0.34051,6.8238,-1.9205,19.0
-0.53119,8.1177,-1.5255,19.0
-1.3076,9.0848,-0.61292,19.0
-1.6481,9.0439,0.10896,19.0
-1.2258,9.5751,-0.0,19.0
-0.65378,11.795,-0.46309,19.0
-0.95342,13.906,-0.57205,19.0
-2.2201,13.484,0.23155,19.0
-0.8036,14.015,-1.185,19.0
2.5334,12.531,-3.4051,19.0
3.1735,9.3027,-3.4051,19.0
2.6015,9.003,-4.2495,19.0
2.3427,10.76,-4.3994,19.0
-0.081722,11.114,-1.6481,19.0
1.6481,7.7772,-0.081722,5.0
2.4517,8.2812,0.040861,5.0
1.8796,9.003,1.1169,5.0
1.5391,9.3844,1.4982,5.0
1.1169,11.264,1.185,5.0
0.53119,12.217,0.8036,5.0
1.5391,13.402,-0.040861,5.0
2.9148,13.716,-0.95342,5.0
4.6718,9.1937,-1.6072,5.0
1.7298,9.3436,-1.4574,5.0
-0.0,10.992,-1.6889,5.0
0.42223,10.529,-1.6072,5.0
2.152,8.7306,-0.46309,5.0
2.1112,7.4367,0.57205,5.0
0.65378,6.7421,1.185,5.0
-0.0,6.17,1.076,5.0
0.61292,6.5922,-0.081722,5.0
1.076,7.927,-0.99429,5.0
0.65378,9.2755,-0.50395,5.0
-0.23155,10.501,1.1441,5.0
-1.0351,11.605,2.0703,5.0
-0.65378,12.34,1.0351,5.0
2.3427,13.484,-0.88532,5.0
3.0237,10.12,-0.88532,5.0
5.7478,10.501,-1.5255,5.0
9.0848,10.992,-2.4517,5.0
5.8567,9.3436,-1.4982,5.0
0.10896,7.6955,0.46309,5.0
-2.5334,7.0145,1.3348,5.0
-2.4925,6.0883,1.8387,5.0
-0.65378,4.5628,1.1441,5.0
-0.14982,5.4073,0.23155,5.0
-0.081722,7.7364,0.040861,5.0
-0.27241,10.501,1.3348,5.0
-0.69464,10.951,3.4459,5.0
-0.23155,11.373,3.7184,5.0
0.95342,12.572,1.8387,5.0
2.1112,13.866,0.92618,5.0
1.185,14.628,0.57205,5.0
1.1169,12.149,0.53119,5.0
2.6832,8.4719,0.19068,5.0
1.9205,7.927,-0.76274,5.0
-0.19068,9.1937,-1.3757,5.0
-0.27241,9.9156,-2.0703,5.0
1.8387,7.7364,-0.76274,5.0
2.261,6.2381,0.27241,5.0
1.6481,6.4697,0.92618,5.0
-0.27241,8.8532,0.38137,5.0
0.081722,10.27,0.76274,5.0
-0.29965,12.108,2.0294,5.0
-0.99429,13.021,2.6015,5.0
0.23155,7.7772,-0.0,5.0
1.4165,10.311,-2.0703,5.0
1.9886,10.038,-2.5334,5.0
2.6015,9.0439,-1.6889,5.0
1.9477,8.431,-0.46309,5.0
1.076,8.5808,0.081722,5.0
1.1169,8.9213,-0.29965,5.0
0.88532,9.4661,-0.95342,5.0
0.31327,9.6568,-1.1441,5.0
0.27241,9.5342,-1.0351,5.0
0.34051,9.1937,-0.69464,5.0
0.38137,9.112,-0.50395,5.0
0.65378,9.5342,-0.61292,5.0
0.61292,10.147,-0.72188,5.0
-0.040861,10.079,-0.34051,5.0
-3.2144,9.6568,0.081722,16.0
-3.2144,9.9156,0.46309,16.0
-3.3642,10.27,0.88532,16.0
-3.6366,10.651,1.2667,16.0
-3.4051,10.842,1.2258,16.0
-2.7513,10.27,0.46309,16.0
-2.3427,9.2346,-0.23155,16.0
-2.3427,8.8941,-0.29965,16.0
-2.2201,9.3027,0.081722,16.0
-1.5663,9.4253,-0.040861,16.0
-0.95342,9.2755,-0.65378,16.0
-0.42223,9.5751,-1.4574,16.0
-0.46309,9.9565,-1.3757,16.0
-1.1441,10.147,-0.19068,16.0
-1.6889,10.46,0.57205,16.0
-1.7979,10.147,0.31327,16.0
-1.2667,9.1937,-0.29965,16.0
-0.69464,8.6217,-0.69464,16.0
-0.42223,8.6625,-0.57205,16.0
-0.76274,9.112,-0.081722,16.0
-1.0351,9.5751,0.19068,16.0
-1.185,9.6568,0.34051,16.0
-1.2258,9.3027,0.42223,16.0
-0.95342,8.9622,0.42223,16.0
-0.72188,8.8124,0.38137,16.0
-0.88532,9.1937,0.65378,16.0
-1.3348,9.8475,1.1441,16.0
-2.0703,10.079,1.2258,16.0
-2.3427,10.188,1.2258,16.0
-2.2201,10.569,1.4165,16.0
-2.261,11.414,1.6481,16.0
-2.4108,11.455,1.3757,16.0
-2.2201,10.651,0.88532,16.0
-1.5663,10.038,0.34051,16.0
-1.1441,9.7249,-0.23155,16.0
-1.2667,9.3436,-0.8036,16.0
-2.1793,8.4991,-1.0351,16.0
-2.8739,8.431,-1.3076,16.0
-2.7922,9.1937,-1.3757,16.0
-2.1112,9.9156,-0.88532,16.0
-1.5663,9.7658,0.14982,16.0
-1.7298,9.1937,0.57205,16.0
-2.1793,8.6625,0.38137,16.0
-2.2201,8.4991,-0.42223,16.0
-2.1112,8.7715,-0.99429,16.0
-2.1384,9.2346,-0.50395,16.0
-2.6423,9.3844,0.23155,16.0
-3.1463,9.112,0.92618,16.0
-3.4868,8.8532,1.2258,16.0
-3.5277,9.0848,0.8036,16.0
-3.2961,9.5751,0.19068,16.0
-2.7513,9.8884,-0.14982,16.0
-3.0646,10.147,-0.040861,16.0
-1.4982,6.0883,7.5865,21.0
-1.2258,5.1757,7.5048,21.0
-1.2258,8.2812,7.0145,21.0
-1.4165,6.4424,7.464,21.0
-0.99429,6.6331,7.2733,21.0
-0.53119,5.8567,8.0088,21.0
-0.46309,6.17,8.3084,21.0
-0.42223,6.3607,8.3901,21.0
-0.65378,5.6661,7.5865,21.0
-0.69464,5.7886,7.8181,21.0
-0.88532,5.9385,7.4367,21.0
-0.95342,6.0883,7.0553,21.0
-0.8036,6.17,7.2052,21.0
-0.50395,6.0883,7.464,21.0
-0.65378,6.0474,7.355,21.0
-0.72188,6.0883,7.5457,21.0
-0.42223,6.0883,8.0769,21.0
-0.57205,6.0474,7.3958,21.0
-0.69464,6.1292,6.9328,21.0
-0.69464,6.4016,6.851,21.0
-0.46309,6.5922,7.0826,21.0
-0.29965,6.4697,7.1643,21.0
-0.46309,6.4016,6.9328,21.0
-0.61292,6.3198,6.9328,21.0
-0.72188,6.3607,6.7012,21.0
-0.34051,6.2381,6.1292,21.0
-0.19068,6.7012,7.2052,21.0
-0.0,6.7829,7.2733,21.0
-0.19068,6.9328,7.1643,21.0
-3.4459,10.147,-1.7979,21.0
-2.6015,8.3901,-0.91256,21.0
-2.0294,7.355,0.081722,21.0
-1.5663,7.5048,0.34051,21.0
-1.4165,9.4661,-0.53119,21.0
-1.4574,9.4253,-0.57205,21.0
-1.4982,9.3844,-0.53119,21.0
-1.6072,9.2755,-0.46309,21.0
-1.6889,9.112,-0.38137,21.0
-1.757,9.0848,-0.38137,21.0
-1.6481,9.0848,-0.42223,21.0
-1.5255,9.1529,-0.38137,21.0
-1.5255,9.1937,-0.38137,21.0
-1.6889,9.3027,-0.65378,21.0
-1.9205,9.616,-0.65378,21.0
-2.0703,9.6977,-0.61292,21.0
-2.0294,9.7249,-0.61292,21.0
-1.9205,9.7249,-0.65378,21.0
-1.9205,9.7249,-0.61292,21.0
-1.9886,9.6977,-0.57205,21.0
-1.9205,9.4661,-0.57205,21.0
-1.8796,9.3027,-0.65378,21.0
-1.9205,9.3436,-0.65378,21.0
-2.0703,9.2755,-0.50395,21.0
-2.0294,9.1529,-0.50395,21.0
-1.8796,9.112,-0.65378,21.0
-1.8796,9.1937,-0.69464,21.0
-1.9477,9.4253,-0.72188,21.0
-1.9477,9.4253,-0.84446,21.0
-1.9205,9.4253,-0.88532,21.0
-1.9477,9.4253,-0.91256,21.0
-1.9886,9.4253,-0.95342,21.0
-0.88532,6.1292,9.1529,16.0
-0.14982,5.7069,9.0439,16.0
1.1169,5.4345,8.3901,16.0
1.5663,6.1292,5.3256,16.0
2.0294,5.2438,3.1463,16.0
3.3778,9.0439,0.8036,16.0
2.6832,5.5571,5.8567,16.0
0.27241,8.3493,5.1349,16.0
-0.23155,12.258,4.6718,16.0
-0.040861,16.317,6.0474,16.0
3.909,13.062,2.833,16.0
-0.29965,7.6274,10.038,16.0
-0.42223,6.9736,8.54,16.0
5.4073,6.3198,-4.0589,16.0
-4.4402,4.985,7.6683,16.0
-1.4574,6.4697,5.4073,16.0
-0.84446,6.7012,5.7478,16.0
-5.2438,5.1349,4.2495,16.0
-8.3901,4.9442,2.9829,16.0
-3.4459,8.0088,4.3313,16.0
-4.5628,8.5808,7.8181,16.0
-6.7829,7.5865,5.1757,16.0
-3.1735,10.188,1.1441,16.0
-3.5277,10.379,3.337,16.0
-4.2087,8.2812,0.57205,16.0
-0.46309,10.46,0.50395,16.0
2.0294,10.188,2.4517,16.0
-1.5663,10.951,2.7922,16.0
-4.7126,10.951,4.2495,16.0
-0.76274,8.6625,3.5277,16.0
-0.040861,8.54,2.1112,16.0
1.0351,8.6217,-0.42223,16.0
1.9477,9.3844,-0.57205,16.0
-1.1169,7.8589,2.4925,16.0
0.76274,7.8589,2.5334,16.0
3.4459,9.8066,-1.5663,16.0
2.9556,9.9565,-3.909,16.0
3.337,9.4661,-3.9771,16.0
4.1406,7.5457,-3.0237,16.0
1.6889,5.4754,-5.598,16.0
0.76274,5.8976,-1.076,16.0
3.7865,7.8862,-4.2495,16.0
2.7241,8.9622,-6.7012,16.0
1.9886,7.7772,-6.5922,16.0
2.6015,7.6955,-6.8238,16.0
1.8796,6.7829,-4.8625,16.0
0.76274,5.4345,-6.0202,16.0
0.84446,5.598,-6.5922,16.0
1.1441,6.8238,-9.0848,16.0
0.92618,7.0826,-8.9622,16.0
0.46309,8.0769,-6.3198,16.0
1.0351,8.6625,-4.522,16.0
1.2258,6.1292,-6.17,16.0
-1.7298,11.373,-1.6481,16.0
-1.5663,12.108,-0.91256,16.0
-1.4982,12.871,-0.53119,16.0
-1.7979,13.402,-1.3076,16.0
-0.53119,11.455,-2.4517,16.0
0.69464,9.7658,-2.9556,16.0
1.8387,9.112,-3.1054,16.0
2.5334,8.431,-3.4051,16.0
2.7649,7.7772,-3.0646,16.0
2.6015,8.1586,-2.1384,16.0
1.1441,9.3436,-1.4574,16.0
-0.84446,9.9973,-1.4982,16.0
-1.3757,9.0439,-1.7979,16.0
-0.27241,7.927,-1.2258,16.0
0.84446,8.0769,-0.53119,16.0
0.8036,8.6625,-0.34051,16.0
0.040861,8.4991,-0.42223,16.0
-0.38137,8.1177,-0.50395,16.0
-0.34051,8.1177,-0.34051,16.0
-0.34051,8.431,-0.38137,16.0
-0.081722,8.8941,-0.65378,16.0
0.10896,9.5751,-0.57205,16.0
0.19068,10.188,-0.50395,16.0
0.50395,10.992,-0.42223,16.0
0.42223,11.645,-0.23155,16.0
-0.42223,11.754,-0.14982,16.0
-1.076,12.408,-0.53119,16.0
-0.040861,12.49,-1.6481,16.0
0.14982,11.877,-2.3699,16.0
-0.65378,11.986,-1.6481,16.0
-1.1441,11.877,-1.185,16.0
-0.72188,9.2755,-1.9205,16.0
-1.757,5.9385,-3.2553,16.0
-0.8036,8.6217,-3.8273,16.0
0.27241,10.924,-2.833,16.0
0.57205,9.9973,-0.72188,16.0
-0.50395,8.2812,1.1169,16.0
-1.4165,7.7364,0.081722,16.0
-1.076,8.1177,-2.1112,16.0
-0.42223,8.3901,-2.833,16.0
-0.10896,8.54,-1.7298,16.0
-0.42223,8.8124,-0.34051,16.0
-0.88532,9.2346,-0.081722,16.0
-0.91256,9.507,-0.88532,16.0
-0.76274,9.5342,-1.7298,16.0
-0.91256,9.8884,-1.6889,16.0
-1.4165,10.801,-1.1169,16.0
-1.6481,11.795,-0.95342,16.0
-1.4574,12.108,-0.69464,16.0
